hash	dist	omega	phi1	phi2	psi1	psi2	ids	idcount	id_unique
7705171330050	7	2	0	0	4	2	1:1,0:2,2:2	5	3
9895638205444	9	0	2	0	4	4	2:1	1	1
9895621427201	9	0	1	0	0	1	1:1	1	1
11003739767299	10	2	2	0	2	3	0:1,1:4,2:1,3:1	7	4
9895621427972	9	0	1	0	3	4	1:1	1	1
7696581460739	7	0	0	1	3	3	2:1,1:1	2	2
9895638335747	9	0	2	2	1	3	1:1	1	1
5497558270466	5	0	0	2	2	2	1:1,2:2,3:4,0:1	8	4
5497574917123	5	0	1	0	4	3	0:1,2:2	3	2
8796093153537	8	0	0	2	1	1	2:4,3:3,1:1,0:3	11	4
8796126576899	8	0	2	0	1	3	3:1,2:2,1:2,0:1	6	4
4402341544706	4	1	0	1	3	2	0:1	1	1
4406636446468	4	2	0	0	3	4	0:1,2:1,3:1,1:1	4	4
10995116278532	10	0	0	0	3	4	2:1	1	1
6597086543873	6	0	1	0	0	1	2:1	1	1
5497591759873	5	0	2	1	4	1	2:1	1	1
7696581394690	7	0	0	0	1	2	1:3,0:5,3:8,2:7	23	4
10995133120769	10	0	1	1	1	1	3:2	2	1
6601398354945	6	1	2	1	4	1	2:1,1:2	3	2
5506181759491	5	2	2	2	2	3	1:3,0:4	7	2
8804716512002	8	2	2	0	3	2	0:2,1:2,3:1,2:7	12	4
9895604650501	9	0	0	0	2	5	2:1	1	1
5497558139139	5	0	0	0	1	3	3:2,0:4,1:3,2:4	13	4
5501853106945	5	1	0	0	3	1	3:1,1:2,2:1	4	3
5497558269952	5	0	0	2	0	0	3:1	1	1
6597103453188	6	0	2	2	4	4	0:2,2:2	4	2
5506164850945	5	2	1	0	1	1	1:1,0:1,2:1	3	3
8796093088514	8	0	0	1	3	2	2:1,1:1	2	2
7700876428289	7	1	0	1	4	1	3:1	1	1
5497558140162	5	0	0	0	5	2	0:1,2:1	2	2
7696615014915	7	0	2	1	2	3	0:1,2:1,3:1	3	3
7700910048002	7	1	2	2	3	2	2:1,1:1	2	2
4398080066561	4	0	2	0	4	1	1:1,2:1	2	2
5501886660868	5	1	2	0	1	4	2:1	1	1
9904211493889	9	2	1	2	4	1	3:1	1	1
6601364734211	6	1	0	0	1	3	3:2,1:1,2:2	5	3
6597069767425	6	0	0	0	3	1	3:2,1:2,0:3,2:3	10	4
8804716577281	8	2	2	1	2	1	2:1	1	1
8796093023236	8	0	0	0	4	4	2:2	2	1
4406636446466	4	2	0	0	3	2	0:3,2:3,3:3,1:2	11	4
6605676545026	6	2	1	1	4	2	0:1	1	1
7705188172033	7	2	1	1	1	1	1:2	2	1
4406636512003	4	2	0	1	3	3	2:1	1	1
9904228270340	9	2	2	2	1	4	1:1	1	1
10995116278017	10	0	0	0	1	1	1:4	4	1
8804683088900	8	2	0	2	4	4	2:1	1	1
6597069897985	6	0	0	2	1	1	0:2,2:1	3	2
11003739767554	10	2	2	0	3	2	1:1,2:1,0:2	4	3
7700909982721	7	1	2	1	4	1	2:1	1	1
6597069832451	6	0	0	1	1	3	2:1,3:1,1:1	3	3
4398080197379	4	0	2	2	3	3	0:2,3:2	4	2
9904194716418	9	2	0	2	3	2	1:1,0:1,2:2,3:1	5	4
6597069832448	6	0	0	1	1	0	2:1	1	1
6601381642755	6	1	1	2	2	3	2:3,3:1	4	2
6597086544132	6	0	1	0	1	4	1:1,0:1	2	2
8796093022467	8	0	0	0	1	3	3:4,1:9,2:9,0:6	28	4
7696615014913	7	0	2	1	2	1	3:4,0:1,2:2	7	3
3307124818180	3	2	0	0	1	4	0:1	1	1
9904194584578	9	2	0	0	0	2	2:1	1	1
5501886792193	5	1	2	2	2	1	2:1	1	1
8804716643073	8	2	2	2	3	1	1:1,2:2,3:3,0:1	7	4
5497591693828	5	0	2	0	2	4	0:1,1:1,3:1	3	3
6601364865281	6	1	0	2	1	1	1:1	1	1
10999444800513	10	1	2	0	4	1	1:1	1	1
5497591694084	5	0	2	0	3	4	0:2,1:2,2:1	5	3
9895604715521	9	0	0	1	0	1	2:1,3:1	2	2
6597103387652	6	0	2	1	4	4	0:1,1:1	2	2
9895604716290	9	0	0	1	3	2	1:2,2:1,0:1	4	3
8796126576641	8	0	2	0	0	1	3:1,0:3,2:1	5	3
7696598171907	7	0	1	0	1	3	1:1,2:2	3	2
4402341544448	4	1	0	1	2	0	2:1	1	1
9895638204933	9	0	2	0	2	5	2:1	1	1
7705205015553	7	2	2	2	4	1	1:1	1	1
5497575048194	5	0	1	2	4	2	0:1,1:1,2:2	4	3
5501853106691	5	1	0	0	2	3	2:4,0:3,1:1	8	3
8804716512259	8	2	2	0	4	3	1:1	1	1
2203318354946	2	1	0	2	4	2	2:1	1	1
8804682957571	8	2	0	0	3	3	2:2	2	1
5497558270976	5	0	0	2	4	0	2:1	1	1
6601381511940	6	1	1	0	3	4	1:1	1	1
9895621559298	9	0	1	2	4	2	1:1,3:1,0:1,2:1	4	4
5497591825153	5	0	2	2	3	1	0:7,2:11,3:8,1:12	38	4
4398046643461	4	0	0	2	5	5	0:1	1	1
9895621427458	9	0	1	0	1	2	3:1,2:3	4	2
7700876361732	7	1	0	0	0	4	3:1	1	1
5497591759107	5	0	2	1	1	3	3:2,1:2,0:4,2:1	9	4
9904194585345	9	2	0	0	3	1	0:1,3:1,1:1,2:3	6	4
8800404898560	8	1	1	2	3	0	1:1	1	1
8800404768002	8	1	1	0	5	2	2:1	1	1
6605693256452	6	2	2	0	3	4	3:1	1	1
10995133055233	10	0	1	0	1	1	0:1,2:1,3:1	3	3
4406670000901	4	2	2	0	3	5	1:1	1	1
9895604650756	9	0	0	0	3	4	2:3,3:1	4	2
8796093022722	8	0	0	0	2	2	2:16,3:8,0:10,1:8	42	4
8804716512004	8	2	2	0	3	4	3:1,2:1	2	2
11003706213122	10	2	0	0	3	2	2:1,3:1	2	2
7696614949121	7	0	2	0	1	1	1:1,2:2,3:2	5	3
4398080196612	4	0	2	2	0	4	2:1	1	1
8800421610241	8	1	2	1	3	1	1:5,0:2,2:1	8	3
9895604649986	9	0	0	0	0	2	0:2,3:1,2:1,1:2	6	4
6605659701765	6	2	0	0	2	5	0:1,3:1	2	2
7696598171905	7	0	1	0	1	1	2:2,1:1,0:1	4	3
6597103321347	6	0	2	0	1	3	3:2,1:4,0:5,2:3	14	4
3298568438531	3	0	2	0	3	3	1:2,0:1,3:1	4	3
5497591759875	5	0	2	1	4	3	3:1,1:1	2	2
6601398419970	6	1	2	2	2	2	2:2	2	1
7705171394817	7	2	0	1	1	1	2:1	1	1
9895604715522	9	0	0	1	0	2	2:1	1	1
10995116343298	10	0	0	1	0	2	2:1	1	1
5497591825411	5	0	2	2	4	3	3:1	1	1
10995133056001	10	0	1	0	4	1	2:1	1	1
8804683088130	8	2	0	2	1	2	2:3,1:2	5	2
5506164851204	5	2	1	0	2	4	3:2,0:1	3	2
6597086609924	6	0	1	1	2	4	3:1	1	1
3307141726465	3	2	1	2	1	1	3:3,1:1,2:1	5	3
7696581395200	7	0	0	0	3	0	0:1,1:2,2:1	4	3
4406636446209	4	2	0	0	2	1	0:1,1:1,2:1	3	3
2199023256322	2	0	0	0	3	2	0:1,2:2	3	2
7700876361986	7	1	0	0	1	2	3:2,1:1,2:2	5	3
7696615080450	7	0	2	2	2	2	0:4,1:2,2:4	10	3
8800388121858	8	1	0	2	5	2	0:1	1	1
6597069833219	6	0	0	1	4	3	2:2	2	1
5497575047681	5	0	1	2	2	1	1:1,2:1	2	2
9904194716160	9	2	0	2	2	0	3:1,1:1,2:1	3	3
4398046643458	4	0	0	2	5	2	2:1	1	1
11003706344706	10	2	0	2	5	2	3:1	1	1
4398080066306	4	0	2	0	3	2	2:2,0:2,1:3,3:3	10	4
2203351909379	2	1	2	2	4	3	3:1	1	1
7696615080704	7	0	2	2	3	0	2:1	1	1
6601381511426	6	1	1	0	1	2	0:2	2	1
3307124818946	3	2	0	0	4	2	3:4,0:1,2:2	7	3
7705188237313	7	2	1	2	0	1	0:1	1	1
2203335000833	2	1	1	0	3	1	2:1	1	1
4402375164932	4	1	2	2	4	4	1:2	2	1
8796126708224	8	0	2	2	2	0	2:1	1	1
3298551661570	3	0	1	0	4	2	2:2	2	1
10999411245825	10	1	0	0	3	1	3:1	1	1
9904211362307	9	2	1	0	2	3	1:1,3:1	2	2
7705204884739	7	2	2	0	5	3	2:1,0:1	2	2
4406670066435	4	2	2	1	3	3	1:3	3	1
7705171460099	7	2	0	2	0	3	2:2	2	1
3298568439043	3	0	2	0	5	3	2:1	1	1
9895604650754	9	0	0	0	3	2	2:10,0:3,3:1,1:7	21	4
6605693256197	6	2	2	0	2	5	3:2	2	1
5497591825156	5	0	2	2	3	4	3:1	1	1
8796093023232	8	0	0	0	4	0	0:1,1:1,2:1	3	3
5501886792450	5	1	2	2	3	2	3:1,1:7,0:1,2:3	12	4
4398080197893	4	0	2	2	5	5	2:2	2	1
4402341544708	4	1	0	1	3	4	2:1	1	1
8804716511748	8	2	2	0	2	4	3:2,1:1,0:2	5	3
8804716642819	8	2	2	2	2	3	0:1,1:7,2:6	14	3
7705171395585	7	2	0	1	4	1	1:1,2:1	2	2
8800388121088	8	1	0	2	2	0	2:1	1	1
7705171460098	7	2	0	2	0	2	2:1,1:1,0:1	3	3
9904228270597	9	2	2	2	2	5	1:1	1	1
7700909916418	7	1	2	0	1	2	3:1	1	1
3298535015169	3	0	0	2	3	1	3:1,0:2,2:2,1:1	6	4
4402341478916	4	1	0	0	2	4	2:1,0:1,1:1	3	3
6605659833090	6	2	0	2	3	2	2:3,3:2	5	2
9904228139522	9	2	2	0	2	2	2:3,3:2,0:1	6	3
9904211427329	9	2	1	1	0	1	1:1,0:1	2	2
8800388121345	8	1	0	2	3	1	1:1	1	1
3307124949249	3	2	0	2	1	1	2:1	1	1
10995116278530	10	0	0	0	3	2	2:1,3:2	3	2
6601364734467	6	1	0	0	2	3	2:2,1:2,0:1	5	3
2199056811010	2	0	2	0	4	2	0:1	1	1
8804683088641	8	2	0	2	3	1	1:2,0:1,3:5,2:3	11	4
9899916526340	9	1	1	2	3	4	0:1	1	1
7705171461122	7	2	0	2	4	2	1:3,0:1,3:1,2:4	9	4
5497558270979	5	0	0	2	4	3	0:2,2:1,1:2	5	3
8796093022978	8	0	0	0	3	2	2:13,3:7,1:5,0:6	31	4
6597069766912	6	0	0	0	1	0	1:1	1	1
4398063289091	4	0	1	0	3	3	3:1,2:1	2	2
2199040033282	2	0	1	0	2	2	1:1	1	1
5497591693571	5	0	2	0	1	3	2:2,3:1,1:3	6	3
11003723055616	10	2	1	1	2	0	3:1	1	1
7700876362498	7	1	0	0	3	2	1:3,3:1,0:2,2:3	9	4
7705171329283	7	2	0	0	1	3	1:4,0:3,2:3,3:2	12	4
7700909916676	7	1	2	0	2	4	0:2,1:1	3	2
5501853238529	5	1	0	2	5	1	3:1	1	1
5501869883653	5	1	1	0	1	5	1:1	1	1
2199040164611	2	0	1	2	3	3	0:1	1	1
9895638205441	9	0	2	0	4	1	2:1,1:1	2	2
10999428022786	10	1	1	0	2	2	0:1,2:1,1:2,3:1	5	4
7705171460610	7	2	0	2	2	2	0:1,1:1	2	2
8800421544705	8	1	2	0	3	1	1:1,3:1	2	2
6601364800258	6	1	0	1	3	2	0:2,1:1,3:1,2:1	5	4
3298551726848	3	0	1	1	3	0	3:1	1	1
9895604781573	9	0	0	2	2	5	3:1	1	1
11003706212612	10	2	0	0	1	4	3:1,2:1,0:1	3	3
8800387989762	8	1	0	0	1	2	3:1,1:3,2:1,0:1	6	4
7705188107268	7	2	1	0	4	4	2:1	1	1
7705204884738	7	2	2	0	5	2	3:1	1	1
8796126708229	8	0	2	2	2	5	0:2	2	1
10995116278018	10	0	0	0	1	2	2:7,0:4,1:2,3:2	15	4
3298568504065	3	0	2	1	3	1	1:1,0:1	2	2
7696598302722	7	0	1	2	0	2	0:1,3:1	2	2
8804682957828	8	2	0	0	4	4	2:2	2	1
8796109799684	8	0	1	0	1	4	0:1,1:2	3	2
5497558139395	5	0	0	0	2	3	1:3,2:2,0:4,3:3	12	4
8800421675777	8	1	2	2	3	1	0:1,3:1	2	2
9895638336003	9	0	2	2	2	3	3:1,1:4,2:9	14	3
7700893139969	7	1	1	0	4	1	2:1	1	1
5501853106948	5	1	0	0	3	4	2:1,3:1	2	2
10995116278275	10	0	0	0	2	3	2:1,3:2	3	2
4398063289346	4	0	1	0	4	2	3:1	1	1
6605693256196	6	2	2	0	2	4	0:2,2:1	3	2
6605659833602	6	2	0	2	5	2	3:2	2	1
6605659767553	6	2	0	1	3	1	3:3,0:1,1:2	6	3
7700909916931	7	1	2	0	3	3	3:1,1:1	2	2
10995116409600	10	0	0	2	3	0	2:1	1	1
6597103321604	6	0	2	0	2	4	2:1,0:1,1:1	3	3
7705171460868	7	2	0	2	3	4	1:1	1	1
5506181629186	5	2	2	0	5	2	3:1	1	1
6601398354178	6	1	2	1	1	2	3:1	1	1
8796109931010	8	0	1	2	2	2	2:1	1	1
7705171329281	7	2	0	0	1	1	2:2,0:2,3:2	6	3
10995133186306	10	0	1	2	1	2	1:1	1	1
10995149963523	10	0	2	2	1	3	1:1,2:1,3:2	4	3
6597069898754	6	0	0	2	4	2	1:1,2:1,0:1	3	3
8804683088386	8	2	0	2	2	2	1:2,0:2,2:3,3:1	8	4
9899899683586	9	1	0	1	3	2	3:1,0:1,2:1	3	3
5506181693955	5	2	2	1	2	3	0:1,1:1	2	2
10995149964037	10	0	2	2	3	5	0:1	1	1
8796093153536	8	0	0	2	1	0	0:3,3:1,2:1	5	3
5506148074753	5	2	0	0	5	1	3:1	1	1
4398080065796	4	0	2	0	1	4	0:1,1:1,2:1	3	3
6605676479236	6	2	1	0	3	4	1:1	1	1
7696581460481	7	0	0	1	2	1	1:3,0:3,3:3	9	3
9899933172224	9	1	2	0	2	0	1:1	1	1
4406670000644	4	2	2	0	2	4	1:1	1	1
7696581460229	7	0	0	1	1	5	2:1,1:1	2	2
8800421544451	8	1	2	0	2	3	1:1	1	1
3307124818689	3	2	0	0	3	1	2:1	1	1
3298551792385	3	0	1	2	3	1	2:5,3:3,0:5,1:9	22	4
4406670131716	4	2	2	2	2	4	0:1,2:2	3	2
4406636511745	4	2	0	1	2	1	2:1,3:1	2	2
7696581395459	7	0	0	0	4	3	0:3,3:2,1:5,2:6	16	4
5506164850949	5	2	1	0	1	5	0:1	1	1
11003722989826	10	2	1	0	1	2	2:1	1	1
5506148139780	5	2	0	1	3	4	2:1	1	1
8804716642818	8	2	2	2	2	2	2:4	4	1
4406636446723	4	2	0	0	4	3	2:1,1:1,0:1,3:1	4	4
8800421544192	8	1	2	0	1	0	2:1	1	1
10999444931074	10	1	2	2	2	2	3:2	2	1
9904194585347	9	2	0	0	3	3	0:4,1:2,2:4	10	3
10995116278016	10	0	0	0	1	0	1:1,3:1,2:1,0:1	4	4
3302829982468	3	1	0	2	3	4	1:1	1	1
6601398289411	6	1	2	0	4	3	2:2	2	1
3298534883844	3	0	0	0	2	4	0:1,3:1,1:2	4	3
8804699865605	8	2	1	2	2	5	2:1	1	1
7705204949761	7	2	2	1	3	1	0:1	1	1
4406636512258	4	2	0	1	4	2	2:1	1	1
5501886661121	5	1	2	0	2	1	3:1,2:1	2	2
11003706343939	10	2	0	2	2	3	2:1,0:2,1:1	4	3
5497558204419	5	0	0	1	0	3	0:1,1:1	2	2
8804716511744	8	2	2	0	2	0	3:1	1	1
9895638204417	9	0	2	0	0	1	1:1,2:1	2	2
2199056810499	2	0	2	0	2	3	0:1,2:1	2	2
6597069767680	6	0	0	0	4	0	2:2	2	1
9904194715906	9	2	0	2	1	2	0:4,1:3,2:1	8	3
6597086675971	6	0	1	2	4	3	0:1	1	1
7696598303236	7	0	1	2	2	4	1:1	1	1
7705204883972	7	2	2	0	2	4	0:1,3:1,2:4,1:3	9	4
11003723121666	10	2	1	2	4	2	3:1	1	1
6605659767811	6	2	0	1	4	3	1:1	1	1
8796126642177	8	0	2	1	0	1	0:1,1:1	2	2
6605676478465	6	2	1	0	0	1	2:1	1	1
5497591693312	5	0	2	0	0	0	3:1	1	1
4406653223426	4	2	1	0	2	2	0:1	1	1
8796109800449	8	0	1	0	4	1	3:1	1	1
5506164851203	5	2	1	0	2	3	3:1,2:1,0:1,1:1	4	4
8800387990018	8	1	0	0	2	2	0:2,2:4	6	2
3307141595651	3	2	1	0	2	3	1:1,3:2,2:2	5	3
10995133186562	10	0	1	2	2	2	0:1,1:1	2	2
8796093089027	8	0	0	1	5	3	1:1	1	1
11003739833604	10	2	2	1	5	4	1:1	1	1
5506164851459	5	2	1	0	3	3	2:1,0:1	2	2
5497558270724	5	0	0	2	3	4	1:2,3:1,2:1,0:1	5	4
9899899748610	9	1	0	2	1	2	3:1,2:2	3	2
6601398420226	6	1	2	2	3	2	0:1,3:3	4	2
6605676544513	6	2	1	1	2	1	2:1,1:1	2	2
8804699734530	8	2	1	0	2	2	1:3,0:1,2:1,3:1	6	4
3307124949761	3	2	0	2	3	1	2:1	1	1
7696614949893	7	0	2	0	4	5	3:1	1	1
6601381576964	6	1	1	1	1	4	1:1	1	1
7700893270786	7	1	1	2	3	2	3:2,1:1	3	2
6605659702532	6	2	0	0	5	4	2:1	1	1
11003706212354	10	2	0	0	0	2	2:1,0:1	2	2
8800388121604	8	1	0	2	4	4	0:1	1	1
9899899749379	9	1	0	2	4	3	2:1	1	1
5497574982404	5	0	1	1	3	4	3:1	1	1
8796126576898	8	0	2	0	1	2	0:5,1:2,3:3,2:5	15	4
6601364865283	6	1	0	2	1	3	2:1,0:1	2	2
7700909982211	7	1	2	1	2	3	1:1,3:2	3	2
9895638336001	9	0	2	2	2	1	2:2,0:2,3:1	5	3
6605659702016	6	2	0	0	3	0	0:1	1	1
10995149832449	10	0	2	0	1	1	0:1,3:1,2:2	4	3
7700876362244	7	1	0	0	2	4	3:2,2:2,1:2	6	3
9895638336258	9	0	2	2	3	2	1:4,2:9,3:1	14	3
8804682957057	8	2	0	0	1	1	1:4,0:2,2:6	12	3
5506148205312	5	2	0	2	3	0	3:1	1	1
4398046511619	4	0	0	0	2	3	3:1,2:3,0:1	5	3
3298551791875	3	0	1	2	1	3	0:1,1:1	2	2
5497574982400	5	0	1	1	3	0	2:1	1	1
5497558205440	5	0	0	1	4	0	0:1	1	1
8796093022979	8	0	0	0	3	3	1:6,3:4	10	2
9904228270852	9	2	2	2	3	4	1:1	1	1
6605659833345	6	2	0	2	4	1	0:1,1:1,3:1,2:1	4	4
8796093022724	8	0	0	0	2	4	1:2,3:2,2:2	6	3
9904211427841	9	2	1	1	2	1	1:1	1	1
10995116278531	10	0	0	0	3	3	3:2,1:4	6	2
5497558271236	5	0	0	2	5	4	1:1	1	1
4406636511490	4	2	0	1	1	2	2:1	1	1
3307141595395	3	2	1	0	1	3	2:1	1	1
6601398288643	6	1	2	0	1	3	0:1	1	1
3307158504453	3	2	2	2	4	5	2:1	1	1
5497591694340	5	0	2	0	4	4	2:1	1	1
5497558139652	5	0	0	0	3	4	3:4,0:6,1:5,2:4	19	4
4398063419649	4	0	1	2	1	1	3:1	1	1
9904194650881	9	2	0	1	3	1	1:1	1	1
10999428153856	10	1	1	2	2	0	3:1,0:1	2	2
4406670000642	4	2	2	0	2	2	1:1,3:1,0:1,2:1	4	4
6601364865793	6	1	0	2	3	1	0:1	1	1
4406670000643	4	2	2	0	2	3	1:1,2:2,0:2	5	3
4398063289093	4	0	1	0	3	5	1:2	2	1
8804716512260	8	2	2	0	4	4	2:1	1	1
7696581394436	7	0	0	0	0	4	0:2,2:1,1:1	4	3
8800404898561	8	1	1	2	3	1	1:1	1	1
8804716642821	8	2	2	2	2	5	1:1	1	1
6597103321858	6	0	2	0	3	2	3:2,1:7,0:3,2:8	20	4
9895604651266	9	0	0	0	5	2	2:1	1	1
9899916394753	9	1	1	0	1	1	1:1	1	1
6597103452673	6	0	2	2	2	1	2:1,3:2	3	2
8804683087874	8	2	0	2	0	2	3:1	1	1
6597069767429	6	0	0	0	3	5	3:1	1	1
5506181628932	5	2	2	0	4	4	0:2,1:1,3:1	4	3
4406636511489	4	2	0	1	1	1	1:1,0:1	2	2
11003706213377	10	2	0	0	4	1	2:1,3:1,0:1	3	3
10995149963779	10	0	2	2	2	3	1:1,2:2	3	2
11003706344450	10	2	0	2	4	2	3:1	1	1
2199023387140	2	0	0	2	2	4	0:1	1	1
3307124818948	3	2	0	0	4	4	1:2	2	1
3307158372609	3	2	2	0	1	1	2:1	1	1
6605659832580	6	2	0	2	1	4	3:1	1	1
10995116344321	10	0	0	1	4	1	0:1	1	1
3302846759169	3	1	1	2	1	1	0:1	1	1
9895638205186	9	0	2	0	3	2	1:2,0:3,3:4,2:2	11	4
7705188237826	7	2	1	2	2	2	1:2,3:1	3	2
5497558139140	5	0	0	0	1	4	3:6,1:2,0:1,2:1	10	4
8796126577666	8	0	2	0	4	2	1:2,3:1,2:2,0:1	6	4
6601398354690	6	1	2	1	3	2	3:1,2:3	4	2
3302829851394	3	1	0	0	3	2	2:1	1	1
4398046512129	4	0	0	0	4	1	2:1,3:1	2	2
4398063288579	4	0	1	0	1	3	0:1	1	1
4398046642178	4	0	0	2	0	2	0:1,1:1,2:2,3:1	5	4
6597103321861	6	0	2	0	3	5	1:1	1	1
4406636445956	4	2	0	0	1	4	1:1,3:2	3	2
6597103322114	6	0	2	0	4	2	3:1,1:1	2	2
7696615014400	7	0	2	1	0	0	2:1	1	1
7700876361988	7	1	0	0	1	4	0:1,2:4,3:1	6	3
6605693321474	6	2	2	1	1	2	1:1	1	1
3298535015683	3	0	0	2	5	3	1:1	1	1
3302863405571	3	1	2	0	2	3	3:1	1	1
4406670001156	4	2	2	0	4	4	3:2,2:1	3	2
8796093153792	8	0	0	2	2	0	0:1,1:1,2:1	3	3
9895604781826	9	0	0	2	3	2	1:2,3:1,2:1	4	3
7696598303749	7	0	1	2	4	5	0:1	1	1
9895638270464	9	0	2	1	2	0	0:1	1	1
6597069898241	6	0	0	2	2	1	1:1,3:3,2:4,0:1	9	4
4406653354498	4	2	1	2	2	2	3:1	1	1
11003722990596	10	2	1	0	4	4	2:1	1	1
7705171460611	7	2	0	2	2	3	1:1,2:2,0:2	5	3
5497591694339	5	0	2	0	4	3	2:1,3:1,0:1,1:2	5	4
7705188107266	7	2	1	0	4	2	1:1,3:1,0:1	3	3
3298551660801	3	0	1	0	1	1	2:1,1:1,0:1	3	3
3302846694146	3	1	1	1	3	2	3:1,0:2	3	2
6597069898755	6	0	0	2	4	3	0:1	1	1
5501886792196	5	1	2	2	2	4	0:1	1	1
3298568438529	3	0	2	0	3	1	0:2	2	1
6601381577729	6	1	1	1	4	1	1:1	1	1
5501870015235	5	1	1	2	3	3	2:1	1	1
9899899618051	9	1	0	0	3	3	2:4	4	1
7705171460867	7	2	0	2	3	3	2:3,0:2,1:1	6	3
7696581459971	7	0	0	1	0	3	3:1	1	1
5497558139392	5	0	0	0	2	0	1:1,0:1	2	2
4406636511744	4	2	0	1	2	0	0:1,2:1	2	2
9895604651267	9	0	0	0	5	3	0:1	1	1
3298534883842	3	0	0	0	2	2	3:2	2	1
6597069898240	6	0	0	2	2	0	2:1,1:1	2	2
9904228204547	9	2	2	1	0	3	1:1	1	1
4402358387458	4	1	1	2	3	2	2:1	1	1
10995149964290	10	0	2	2	4	2	2:1,3:1,1:2	4	3
9895604650753	9	0	0	0	3	1	0:5,1:6,2:7,3:1	19	4
8796126708485	8	0	2	2	3	5	2:1	1	1
10995149832448	10	0	2	0	1	0	3:1	1	1
9895604651008	9	0	0	0	4	0	1:1,0:1	2	2
5497591824897	5	0	2	2	2	1	2:1	1	1
9895638271235	9	0	2	1	5	3	3:1	1	1
5497574916609	5	0	1	0	2	1	0:1,2:1	2	2
8796093023491	8	0	0	0	5	3	1:1	1	1
2203318354434	2	1	0	2	2	2	3:1,0:1	2	2
9895621427715	9	0	1	0	2	3	2:1,1:2,0:1	4	3
6601381511939	6	1	1	0	3	3	2:1	1	1
11003706212866	10	2	0	0	2	2	3:2,2:6	8	2
10995149833217	10	0	2	0	4	1	2:1	1	1
3307124949506	3	2	0	2	2	2	2:3,3:1,0:1,1:1	6	4
6597069898756	6	0	0	2	4	4	1:3,2:1	4	2
4398046577923	4	0	0	1	5	3	1:2	2	1
3298568569089	3	0	2	2	1	1	1:14,2:4,3:6,0:2	26	4
9895621558786	9	0	1	2	2	2	2:1,3:1,1:2	4	3
6605659702530	6	2	0	0	5	2	0:1,3:1	2	2
6605693256195	6	2	2	0	2	3	2:3,3:2	5	2
3298551792387	3	0	1	2	3	3	0:1	1	1
4406653223938	4	2	1	0	4	2	2:2,0:1,3:1	4	3
6605659833348	6	2	0	2	4	4	2:1,1:2	3	2
5497574916099	5	0	1	0	0	3	3:1	1	1
5501853107202	5	1	0	0	4	2	3:2,2:2,0:1	5	3
9895604781313	9	0	0	2	1	1	1:7,3:2,0:5,2:3	17	4
3302863536387	3	1	2	2	1	3	1:1,2:1	2	2
5497558205187	5	0	0	1	3	3	0:1	1	1
11003739898115	10	2	2	2	1	3	1:1	1	1
5506164850946	5	2	1	0	1	2	1:1	1	1
10995133055491	10	0	1	0	2	3	2:2,3:1	3	2
5501853172485	5	1	0	1	3	5	3:1	1	1
8804683022594	8	2	0	1	1	2	1:2,2:2,0:1	5	3
8800387989764	8	1	0	0	1	4	1:1	1	1
6597103322116	6	0	2	0	4	4	2:1,1:3	4	2
3302863405829	3	1	2	0	3	5	0:1	1	1
3298551661314	3	0	1	0	3	2	2:1,0:1	2	2
6597069767938	6	0	0	0	5	2	0:1,2:1,3:2	4	3
4398080066308	4	0	2	0	3	4	1:1,3:2	3	2
8796126708739	8	0	2	2	4	3	2:1,1:1	2	2
7696581460993	7	0	0	1	4	1	1:2,3:1	3	2
8796126707714	8	0	2	2	0	2	2:1	1	1
3298534949124	3	0	0	1	1	4	2:1	1	1
6601364800256	6	1	0	1	3	0	1:1,3:1	2	2
5501853238017	5	1	0	2	3	1	0:1,2:2	3	2
9899933172737	9	1	2	0	4	1	0:1	1	1
9895604715776	9	0	0	1	1	0	1:1	1	1
5506148139522	5	2	0	1	2	2	1:1,2:1,3:1	3	3
11003706343682	10	2	0	2	1	2	3:1,2:1	2	2
11003706212613	10	2	0	0	1	5	2:1	1	1
6597069766659	6	0	0	0	0	3	0:1,2:1	2	2
5497575047684	5	0	1	2	2	4	3:1	1	1
9895638204418	9	0	2	0	0	2	0:1,2:1	2	2
5501853106689	5	1	0	0	2	1	3:1,0:2,2:4	7	3
5497591824900	5	0	2	2	2	4	0:1,2:1	2	2
4398046576898	4	0	0	1	1	2	1:20,0:18,2:23,3:21	82	4
5506181628417	5	2	2	0	2	1	2:1,1:1	2	2
4398046576642	4	0	0	1	0	2	2:13,0:10,1:16,3:4	43	4
8804716643586	8	2	2	2	5	2	1:1	1	1
8804699734276	8	2	1	0	1	4	0:1	1	1
4406636511748	4	2	0	1	2	4	0:1,3:1,2:2	4	3
5506148073987	5	2	0	0	2	3	2:5,3:2,0:2,1:5	14	4
2199056875778	2	0	2	1	1	2	1:1	1	1
5497591694341	5	0	2	0	4	5	1:1	1	1
11003706278916	10	2	0	1	4	4	2:1	1	1
3298535014916	3	0	0	2	2	4	3:1	1	1
8804683023108	8	2	0	1	3	4	2:1,0:1	2	2
8796093153540	8	0	0	2	1	4	2:2	2	1
3298534949379	3	0	0	1	2	3	0:1,2:1	2	2
8804683088133	8	2	0	2	1	5	2:1	1	1
9904211494147	9	2	1	2	5	3	2:1	1	1
3298535015172	3	0	0	2	3	4	3:1	1	1
3298568438018	3	0	2	0	1	2	3:30,0:25,2:42,1:37	134	4
9899916526337	9	1	1	2	3	1	0:1	1	1
